PO4_0  :  ปริมาณ 0.2 มิลลิกรัมต่อลิตร... NPK_RGBGLOVE_Auto_TCS
Light Source Color - OFF
N,P,K
Light Source Color - WHITE	 , 28/03/2024,10:04:26
9,29,37,47
9,212,255,255
9,210,255,255
9,209,255,255
9,209,255,255
9,208,255,255
9,208,255,255
9,208,255,255
9,207,255,255
9,207,255,255
9,207,255,255
9,207,255,255
9,207,255,255
9,206,255,255
9,206,255,255
9,206,255,255
9,206,255,255
9,206,255,255
Light Source Color - OFF	 , 28/03/2024,10:04:39
10,206,255,255
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
10,1,1,0
Light Source Color - RED	 , 28/03/2024,10:04:51
11,1,1,0
11,185,11,21
11,185,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
11,184,11,21
Light Source Color - OFF	 , 28/03/2024,10:05:04
12,183,11,21
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
12,1,1,0
Light Source Color - GREEN	 , 28/03/2024,10:05:16
13,1,1,0
13,26,190,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,26,189,71
13,25,188,71
13,25,188,71
13,25,188,71
Light Source Color - OFF	 , 28/03/2024,10:05:28
14,21,156,59
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
14,1,1,0
Light Source Color - BLUE	 , 28/03/2024,10:05:41
15,1,1,0
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
15,4,79,255
Light Source Color - OFF	 , 28/03/2024,10:05:53
